row_id,row_name,lot_item_id01,lot_item_id02,lot_item_id03,lot_item_id04,lot_item_id05,lot_item_id06,lot_item_id07,lot_item_id08,lot_item_category01,lot_item_category02,lot_item_category03,lot_item_category04,lot_item_category05,lot_item_category06,lot_item_category07,lot_item_category08,lot_item_base_point01,lot_item_base_point02,lot_item_base_point03,lot_item_base_point04,lot_item_base_point05,lot_item_base_point06,lot_item_base_point07,lot_item_base_point08,cumulate_lot_point01,cumulate_lot_point02,cumulate_lot_point03,cumulate_lot_point04,cumulate_lot_point05,cumulate_lot_point06,cumulate_lot_point07,cumulate_lot_point08,get_item_flag_id01,get_item_flag_id02,get_item_flag_id03,get_item_flag_id04,get_item_flag_id05,get_item_flag_id06,get_item_flag_id07,get_item_flag_id08,get_item_flag_id,cumulate_num_flag_id,cumulate_num_max,lot_item_rarity,lot_item_num01,lot_item_num02,lot_item_num03,lot_item_num04,lot_item_num05,lot_item_num06,lot_item_num07,lot_item_num08,bits_92,bits_93,game_clear_offset,bits_95,end_padding,extra_hex
1057020002,�,1050200,0,10100,0,0,0,0,0,7,0,1,0,0,0,0,0,150,800,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,5,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057020003,�,1050200,7050001,7050002,7050003,7050008,0,0,0,7,7,7,7,7,0,0,0,428,400,550,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,24,0,-1,1,0000781e0000781e0000781e0000781e0000781e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057020004,�,1050200,0,2004151,2004152,2004153,0,0,0,7,0,7,7,7,0,0,0,350,500,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,1,0,-1,1,0000781e0000781e0000781e0000781e0000781e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057020500,�,1050200,7050001,7050002,7050003,0,0,0,0,7,7,7,7,0,0,0,0,428,400,550,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,8,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e000000000000000000000000000000000000,ffffffffffffffff
1057020501,�,1050200,2004101,2004102,2004103,0,0,0,0,7,7,7,7,0,0,0,0,700,50,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e000000000000000000000000000000000000,ffffffffffffffff
1057020502,�,1050200,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,1,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057020503,�,1050200,0,10100,0,0,0,0,0,7,0,1,0,0,0,0,0,400,500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,5,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057020504,�,1050200,7050001,7050002,7050003,7050008,0,0,0,7,7,7,7,7,0,0,0,428,400,550,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,24,0,-1,1,0000781e0000781e0000781e0000781e0000781e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057020505,�,1050200,2004151,2004152,2004153,0,0,0,0,7,7,7,7,0,0,0,0,700,50,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,-1,1,0000781e0000781e0000781e0000781e0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057021000,�,1050200,7050001,7050002,7050003,0,0,0,0,7,7,7,7,0,0,0,0,428,400,550,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,8,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e000000000000000000000000000000000000,ffffffffffffffff
1057021001,�,1050200,0,2004101,2004102,2004103,0,0,0,7,0,7,7,7,0,0,0,350,500,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,1,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e0000781e0000000000000000000000000000,ffffffffffffffff
1057021002,�,1050200,0,10100,0,0,0,0,0,7,0,1,0,0,0,0,0,150,800,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,5,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057021003,�,1050200,7050001,7050002,7050003,7050008,0,0,0,7,7,7,7,7,0,0,0,428,400,550,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,24,0,-1,1,0000781e0000781e0000781e0000781e0000781e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057021004,�,1050200,0,2004151,2004152,2004153,0,0,0,7,0,7,7,7,0,0,0,350,500,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,1,0,-1,1,0000781e0000781e0000781e0000781e0000781e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057021500,�,1050200,7050001,7050002,7050003,0,0,0,0,7,7,7,7,0,0,0,0,428,400,550,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,8,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e000000000000000000000000000000000000,ffffffffffffffff
1057021501,�,1050200,2004101,2004102,2004103,0,0,0,0,7,7,7,7,0,0,0,0,700,50,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e000000000000000000000000000000000000,ffffffffffffffff
1057021502,�,1050200,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,1,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057021503,�,1050200,0,10100,0,0,0,0,0,7,0,1,0,0,0,0,0,400,500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,5,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057021504,�,1050200,7050001,7050002,7050003,7050008,0,0,0,7,7,7,7,7,0,0,0,428,400,550,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,24,0,-1,1,0000781e0000781e0000781e0000781e0000781e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057021505,�,1050200,2004151,2004152,2004153,0,0,0,0,7,7,7,7,0,0,0,0,700,50,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,-1,1,0000781e0000781e0000781e0000781e0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057100000,�,1050305,7050501,7050502,7050503,2000004,0,0,0,7,7,7,7,7,0,0,0,0,250,550,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,24,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e0000781e0000000000000000000000000000,ffffffffffffffff
1057100001,�,1050305,0,2004101,2004102,2004103,0,0,0,7,0,7,7,7,0,0,0,350,500,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,1,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e0000781e0000000000000000000000000000,ffffffffffffffff
1057100002,�,1050305,0,10100,0,0,0,0,0,7,0,1,0,0,0,0,0,450,500,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,5,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057100003,�,1050305,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,1,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057100004,�,1050305,7050501,7050502,7050503,7050508,2000004,0,0,7,7,7,7,7,7,0,0,0,250,550,75,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,56,0,-1,1,0000781e0000781e0000781e0000781e0000781e0000781e000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057100005,�,1050305,0,2004151,2004152,2004153,0,0,0,7,0,7,7,7,0,0,0,350,500,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,1,0,-1,1,0000781e0000781e0000781e0000781e0000781e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057100500,�,1050305,7050501,7050502,7050503,2000004,0,0,0,7,7,7,7,7,0,0,0,0,250,550,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,24,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e0000781e0000000000000000000000000000,ffffffffffffffff
1057100501,�,1050305,2004101,2004102,2004103,0,0,0,0,7,7,7,7,0,0,0,0,700,50,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e000000000000000000000000000000000000,ffffffffffffffff
1057100502,�,1050305,0,10100,0,0,0,0,0,7,0,1,0,0,0,0,0,400,500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,5,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057100503,�,1050305,0,10100,0,0,0,0,0,7,0,1,0,0,0,0,0,400,500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,5,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057100504,�,1050305,7050501,7050502,7050503,7050508,2000004,0,0,7,7,7,7,7,7,0,0,0,250,550,75,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,56,0,-1,1,0000781e0000781e0000781e0000781e0000781e0000781e000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057100505,�,1050305,2004151,2004152,2004153,0,0,0,0,7,7,7,7,0,0,0,0,700,50,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,-1,1,0000781e0000781e0000781e0000781e0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057101000,�,1050309,7050901,7050902,7050903,2000004,0,0,0,7,7,7,7,7,0,0,0,0,250,550,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,24,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e0000781e0000000000000000000000000000,ffffffffffffffff
1057101001,�,1050309,0,2004101,2004102,2004103,0,0,0,7,0,7,7,7,0,0,0,350,500,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,1,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e0000781e0000000000000000000000000000,ffffffffffffffff
1057101002,�,1050309,0,10100,0,0,0,0,0,7,0,1,0,0,0,0,0,450,500,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,5,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057101003,�,1050309,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,1,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057101004,�,1050309,7050901,7050902,7050903,7050908,2000004,0,0,7,7,7,7,7,7,0,0,0,250,550,75,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,56,0,-1,1,0000781e0000781e0000781e0000781e0000781e0000781e000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057101005,�,1050309,0,2004151,2004152,2004153,0,0,0,7,0,7,7,7,0,0,0,350,500,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,1,0,-1,1,0000781e0000781e0000781e0000781e0000781e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057101500,�,1050309,7050901,7050902,7050903,2000004,0,0,0,7,7,7,7,7,0,0,0,0,250,550,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,24,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e0000781e0000000000000000000000000000,ffffffffffffffff
1057101501,�,1050309,2004101,2004102,2004103,0,0,0,0,7,7,7,7,0,0,0,0,700,50,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e000000000000000000000000000000000000,ffffffffffffffff
1057101502,�,1050309,0,10100,0,0,0,0,0,7,0,1,0,0,0,0,0,400,500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,5,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057101503,�,1050309,0,10100,0,0,0,0,0,7,0,1,0,0,0,0,0,400,500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,5,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057101504,�,1050309,7050901,7050902,7050903,7050908,2000004,0,0,7,7,7,7,7,7,0,0,0,250,550,75,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,56,0,-1,1,0000781e0000781e0000781e0000781e0000781e0000781e000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057101505,�,1050309,2004151,2004152,2004153,0,0,0,0,7,7,7,7,0,0,0,0,700,50,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,-1,1,0000781e0000781e0000781e0000781e0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057110000,�,1050308,7050801,7050802,7050803,2000004,0,0,0,7,7,7,7,7,0,0,0,0,250,550,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,24,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e0000781e0000000000000000000000000000,ffffffffffffffff
1057110001,�,1050308,0,2004101,2004102,2004103,0,0,0,7,0,7,7,7,0,0,0,350,500,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,1,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e0000781e0000000000000000000000000000,ffffffffffffffff
1057110002,�,1050308,0,10100,0,0,0,0,0,7,0,1,0,0,0,0,0,450,500,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,5,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057110003,�,1050308,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,1,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057110004,�,1050308,7050801,7050802,7050803,7050808,2000004,0,0,7,7,7,7,7,7,0,0,0,250,550,75,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,56,0,-1,1,0000781e0000781e0000781e0000781e0000781e0000781e000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057110005,�,1050308,0,2004151,2004152,2004153,0,0,0,7,0,7,7,7,0,0,0,350,500,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,1,0,-1,1,0000781e0000781e0000781e0000781e0000781e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057110500,�,1050308,7050801,7050802,7050803,2000004,0,0,0,7,7,7,7,7,0,0,0,0,250,550,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,24,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e0000781e0000000000000000000000000000,ffffffffffffffff
1057110501,�,1050308,2004101,2004102,2004103,0,0,0,0,7,7,7,7,0,0,0,0,700,50,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e000000000000000000000000000000000000,ffffffffffffffff
1057110502,�,1050308,0,10100,0,0,0,0,0,7,0,1,0,0,0,0,0,400,500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,5,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057110503,�,1050308,0,10100,0,0,0,0,0,7,0,1,0,0,0,0,0,400,500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,5,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057110504,�,1050308,7050801,7050802,7050803,7050808,2000004,0,0,7,7,7,7,7,7,0,0,0,250,550,75,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,56,0,-1,1,0000781e0000781e0000781e0000781e0000781e0000781e000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057110505,�,1050308,2004151,2004152,2004153,0,0,0,0,7,7,7,7,0,0,0,0,700,50,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,-1,1,0000781e0000781e0000781e0000781e0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057111000,�,1050308,7050801,7050802,7050803,2000004,0,0,0,7,7,7,7,7,0,0,0,0,250,550,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,24,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e0000781e0000000000000000000000000000,ffffffffffffffff
1057111001,�,1050308,0,2004101,2004102,2004103,0,0,0,7,0,7,7,7,0,0,0,350,500,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,1,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e0000781e0000000000000000000000000000,ffffffffffffffff
1057111002,�,1050308,0,10100,0,0,0,0,0,7,0,1,0,0,0,0,0,450,500,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,5,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057111003,�,1050308,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,200,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,1,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057111004,�,1050308,7050801,7050802,7050803,7050808,2000004,0,0,7,7,7,7,7,7,0,0,0,250,550,75,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,56,0,-1,1,0000781e0000781e0000781e0000781e0000781e0000781e000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057111005,�,1050308,0,2004151,2004152,2004153,0,0,0,7,0,7,7,7,0,0,0,350,500,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,1,0,-1,1,0000781e0000781e0000781e0000781e0000781e00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057111500,�,1050308,7050801,7050802,7050803,2000004,0,0,0,7,7,7,7,7,0,0,0,0,250,550,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,24,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e0000781e0000000000000000000000000000,ffffffffffffffff
1057111501,�,1050308,2004101,2004102,2004103,0,0,0,0,7,7,7,7,0,0,0,0,700,50,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e000000000000000000000000000000000000,ffffffffffffffff
1057111502,�,1050308,0,10100,0,0,0,0,0,7,0,1,0,0,0,0,0,400,500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,5,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057111503,�,1050308,0,10100,0,0,0,0,0,7,0,1,0,0,0,0,0,400,500,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,5,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057111504,�,1050308,7050801,7050802,7050803,7050808,2000004,0,0,7,7,7,7,7,7,0,0,0,250,550,75,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,0,56,0,-1,1,0000781e0000781e0000781e0000781e0000781e0000781e000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057111505,�,1050308,2004151,2004152,2004153,0,0,0,0,7,7,7,7,0,0,0,0,700,50,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,-1,1,0000781e0000781e0000781e0000781e0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
1057120000,�,1050300,7050001,7050002,7050003,2000004,0,0,0,7,7,7,7,7,0,0,0,0,250,550,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,24,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e0000781e0000000000000000000000000000,ffffffffffffffff
1057120001,�,1050300,0,2004101,2004102,2004103,0,0,0,7,0,7,7,7,0,0,0,350,500,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,0,0,1,0,-1,1,00000000000000000000000000000000000000000000000000000000000000000000781e0000781e0000781e0000781e0000781e0000000000000000000000000000,ffffffffffffffff
1057120002,�,1050300,0,10100,0,0,0,0,0,7,0,1,0,0,0,0,0,450,500,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0,0,5,0,-1,1,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,ffffffffffffffff
