row_id,row_name,bits_0,disable_param_reserve2,ref_id_default,sfx_variation_id,weight,basic_price,sell_value,behavior_id,replace_item_id,sort_id,appearance_replace_item_id,yes_no_dialog_message_id,use_enable_sp_effect_type,pot_group_id,pad,icon_id,model_id,shop_lv,comp_trophy_sed_id,trophy_seq_id,max_num,consume_hero_point,over_dexterity,goods_type,ref_category,sp_effect_category,unknown_0x40,goods_use_anim,opme_menu_type,use_limit_category,replace_category,reserve4,bits_48,bits_49,bits_4a,sync_num_vary_id,ref_id_1,ref_virtual_wep_id,vagrant_item_lot_id,vagrant_bonus_ene_drop_item_lot_id,vagrant_item_ene_drop_item_lot_id,cast_sfx_id,fire_sfx_id,effect_sfx_id,bits_6c,supple_type,auto_replenish_type,bits_6f,max_repository_num,sort_group_id,bits_73,sale_value,rarity,use_limit_summon_buddy,use_limit_sp_effect_type,ai_use_judge_id,consume_mp,consume_hp,reinforce_goods_id,reinforce_material_id,reinforce_price,use_level_vow_type0,use_level_vow_type1,use_level_vow_type2,use_level_vow_type3,use_level_vow_type4,use_level_vow_type5,use_level_vow_type6,use_level_vow_type7,use_level_vow_type8,use_level_vow_type9,use_level_vow_type10,use_level_vow_type11,use_level_vow_type12,use_level_vow_type13,use_level_vow_type14,use_level_vow_type15,use_level,reserve5,item_get_tutorial_flag_id,character_init_id,bullet_id,unknown_3,reserve3,extra_hex
1011,�,1,000000,501005,1,0.0,0,-1,0,1010,0,-1,-1,0,0,00,16,0,-1,-1,-1,20,0,50,0,2,0,255,10,0,0,0,0000,223,1,17,1,-1,-1,-1,-1,-1,301000,-1,301002,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1012,�,1,000000,-1,1,0.0,0,-1,0,1013,0,-1,-1,0,0,00,15,0,-1,-1,-1,1,0,50,0,0,0,255,254,0,0,0,0000,95,129,16,0,-1,-1,-1,-1,-1,301001,-1,-1,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1013,�,1,000000,501006,1,0.0,0,-1,0,1012,0,-1,-1,0,0,00,16,0,-1,-1,-1,20,0,50,0,2,0,255,10,0,0,0,0000,223,1,17,1,-1,-1,-1,-1,-1,301000,-1,301002,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1014,�,1,000000,-1,1,0.0,0,-1,0,1015,0,-1,-1,0,0,00,15,0,-1,-1,-1,1,0,50,0,0,0,255,254,0,0,0,0000,95,129,16,0,-1,-1,-1,-1,-1,301001,-1,-1,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1015,�,1,000000,501007,1,0.0,0,-1,0,1014,0,-1,-1,0,0,00,16,0,-1,-1,-1,20,0,50,0,2,0,255,10,0,0,0,0000,223,1,17,1,-1,-1,-1,-1,-1,301000,-1,301002,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1016,�,1,000000,-1,1,0.0,0,-1,0,1017,0,-1,-1,0,0,00,15,0,-1,-1,-1,1,0,50,0,0,0,255,254,0,0,0,0000,95,129,16,0,-1,-1,-1,-1,-1,301001,-1,-1,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1017,�,1,000000,501008,1,0.0,0,-1,0,1016,0,-1,-1,0,0,00,16,0,-1,-1,-1,20,0,50,0,2,0,255,10,0,0,0,0000,223,1,17,1,-1,-1,-1,-1,-1,301000,-1,301002,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1018,�,1,000000,-1,1,0.0,0,-1,0,1019,0,-1,-1,0,0,00,15,0,-1,-1,-1,1,0,50,0,0,0,255,254,0,0,0,0000,95,129,16,0,-1,-1,-1,-1,-1,301001,-1,-1,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1019,�,1,000000,501009,1,0.0,0,-1,0,1018,0,-1,-1,0,0,00,16,0,-1,-1,-1,20,0,50,0,2,0,255,10,0,0,0,0000,223,1,17,1,-1,-1,-1,-1,-1,301000,-1,301002,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1020,�,1,000000,-1,1,0.0,0,-1,0,1021,0,-1,-1,0,0,00,15,0,-1,-1,-1,1,0,50,0,0,0,255,254,0,0,0,0000,95,129,16,0,-1,-1,-1,-1,-1,301001,-1,-1,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1021,�,1,000000,501010,1,0.0,0,-1,0,1020,0,-1,-1,0,0,00,16,0,-1,-1,-1,20,0,50,0,2,0,255,10,0,0,0,0000,223,1,17,1,-1,-1,-1,-1,-1,301000,-1,301002,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1022,�,1,000000,-1,1,0.0,0,-1,0,1023,0,-1,-1,0,0,00,15,0,-1,-1,-1,1,0,50,0,0,0,255,254,0,0,0,0000,95,129,16,0,-1,-1,-1,-1,-1,301001,-1,-1,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1023,�,1,000000,501011,1,0.0,0,-1,0,1022,0,-1,-1,0,0,00,16,0,-1,-1,-1,20,0,50,0,2,0,255,10,0,0,0,0000,223,1,17,1,-1,-1,-1,-1,-1,301000,-1,301002,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1024,�,1,000000,-1,1,0.0,0,-1,0,1025,0,-1,-1,0,0,00,15,0,-1,-1,-1,1,0,50,0,0,0,255,254,0,0,0,0000,95,129,16,0,-1,-1,-1,-1,-1,301001,-1,-1,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1025,�,1,000000,501012,1,0.0,0,-1,0,1024,0,-1,-1,0,0,00,16,0,-1,-1,-1,20,0,50,0,2,0,255,10,0,0,0,0000,223,1,17,1,-1,-1,-1,-1,-1,301000,-1,301002,13,1,0,65,0,10,1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff00,0,-1,-1,-1,00000000ffffffffffffffff,ffffffffffffffffffffffffffffffffffffffffffffffff0000000000000000
1100,�,1,000000,3953,65,0.0,0,200,0,-1,1290,-1,-1,0,0,00,50,0,-1,-1,-1,2,0,50,0,2,0,1,26,0,0,0,0000,223,24,8,0,-1,-1,-1,-1,-1,301200,301201,-1,13,0,2,65,0,20,1,0,1,0,609,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0408,0,-1,900503020,-1,0000000026cf0a00ffffffff,27cf0a00ffffffffed95ac35ffffffffee95ac35ffffffff1400000000000000
1190,�,1,000000,3970,65,0.0,0,100,0,-1,1110,-1,-1,0,0,00,60,0,-1,-1,-1,2,0,50,0,2,0,1,26,0,0,0,0000,223,24,8,0,-1,-1,-1,-1,-1,301250,301251,-1,13,0,2,65,0,20,1,0,0,0,609,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0408,0,-1,900503030,-1,0000000030cf0a00ffffffff,31cf0a00fffffffff795ac35fffffffff895ac35ffffffff1400000000000000
1200,�,1,000000,3971,65,0.0,0,200,0,-1,1120,-1,-1,0,0,00,62,0,-1,-1,-1,2,0,50,0,2,0,1,26,0,0,0,0000,223,24,8,0,-1,-1,-1,-1,-1,301260,301261,-1,13,0,2,65,0,20,1,0,0,0,609,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0408,0,-1,900503040,-1,000000003acf0a00ffffffff,3bcf0a00ffffffff0196ac35ffffffff0296ac35ffffffff1400000000000000
1210,�,1,000000,3950,65,0.0,0,200,0,-1,1300,-1,-1,0,0,00,63,0,-1,-1,-1,2,0,50,0,2,0,1,26,0,0,0,0000,223,24,8,0,-1,-1,-1,-1,-1,301270,301271,-1,13,0,2,65,0,20,1,0,1,0,609,30000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0408,0,-1,900503010,-1,0000000044cf0a00ffffffff,45cf0a00ffffffffe395ac35ffffffffe495ac35ffffffff1400000000000000
1290,�,1,000000,501290,65,0.0,0,50,0,-1,50,-1,-1,0,0,00,3282,0,-1,-1,-1,2,0,50,0,2,0,255,65,0,0,0,0000,223,24,8,0,-1,-1,-1,-1,-1,302220,302221,-1,13,0,2,67,0,10,1,0,1,0,609,30000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0404,0,-1,-1,-1,0000000094cf0a00ffffffff,95cf0a00ffffffffffffffffffffffffffffffffffffffff1400000000000000
1400,�,1,000000,3160,23,0.0,0,100,0,-1,6000,-1,-1,0,0,00,64,0,-1,-1,-1,2,0,50,0,2,0,255,16,0,0,0,0000,223,56,74,0,3162,-1,-1,-1,-1,-1,303000,-1,9,0,2,67,0,70,1,0,0,0,609,30010000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0407,0,-1,-1,-1,00000000a8cf0a00a9cf0a00,adcf0a00aecf0a00ffffffffffffffffffffffffffffffff1400000000000000
1410,�,1,000000,3165,24,0.0,0,100,0,-1,6020,-1,-1,0,0,00,65,0,-1,-1,-1,2,0,50,0,2,0,255,16,0,0,0,0000,223,56,74,0,3167,-1,-1,-1,-1,-1,303010,-1,9,0,2,67,0,70,1,0,0,0,609,30010000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0407,0,-1,-1,-1,00000000b2cf0a00b3cf0a00,b7cf0a00b8cf0a00ffffffffffffffffffffffffffffffff1400000000000000
1420,�,1,000000,3170,26,0.0,0,100,0,-1,6010,-1,-1,0,0,00,66,0,-1,-1,-1,2,0,50,0,2,0,255,16,0,0,0,0000,223,56,74,0,3172,-1,-1,-1,-1,-1,303070,-1,9,0,2,67,0,70,1,0,0,0,609,30010000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0407,0,-1,-1,-1,00000000bccf0a00bdcf0a00,c1cf0a00c2cf0a00ffffffffffffffffffffffffffffffff1400000000000000
1430,�,1,000000,3185,26,0.0,0,100,0,-1,6030,-1,-1,0,0,00,605,0,-1,-1,-1,2,0,50,0,2,0,255,16,0,0,0,0000,223,56,74,0,3187,-1,-1,-1,-1,-1,303130,-1,9,0,2,67,0,70,1,0,0,0,609,30010000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0407,0,-1,-1,-1,00000000c6cf0a00c7cf0a00,cbcf0a00cccf0a00ffffffffffffffffffffffffffffffff1400000000000000
1440,�,1,000000,3190,26,0.0,0,100,0,-1,6060,-1,-1,0,0,00,68,0,-1,-1,-1,2,0,50,0,2,0,255,16,0,0,0,0000,223,56,74,0,3194,-1,-1,-1,-1,-1,303090,-1,9,0,2,65,0,70,1,0,0,0,609,30010000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0407,0,-1,-1,-1,00000000d0cf0a00d2cf0a00,d5cf0a00d7cf0a00ffffffffffffffffffffffffffffffff1400000000000000
1450,�,1,000000,3150,26,0.0,0,200,0,-1,6080,-1,-1,0,0,00,69,0,-1,-1,-1,2,0,50,0,2,0,255,16,0,0,0,0000,223,56,74,0,3154,-1,-1,-1,-1,-1,303100,-1,9,0,2,65,0,70,1,0,0,0,609,30010000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0407,0,-1,-1,-1,00000000dacf0a00dccf0a00,dfcf0a00e1cf0a00ffffffffffffffffffffffffffffffff1400000000000000
1460,�,1,000000,3175,26,0.0,0,100,0,-1,6040,-1,-1,0,0,00,70,0,-1,-1,-1,2,0,50,0,2,0,255,16,0,0,0,0000,223,56,74,0,3179,-1,-1,-1,-1,-1,303060,-1,9,0,2,65,0,70,1,0,0,0,609,30010000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0407,0,-1,-1,-1,00000000e4cf0a00e6cf0a00,e9cf0a00ebcf0a00ffffffffffffffffffffffffffffffff1400000000000000
1470,�,1,000000,3140,26,0.0,0,100,0,-1,6070,-1,-1,0,0,00,71,0,-1,-1,-1,2,0,50,0,2,0,255,16,0,0,0,0000,223,56,74,0,3144,-1,-1,-1,-1,-1,303110,-1,9,0,2,65,0,70,1,0,0,0,609,30010000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0407,0,-1,-1,-1,00000000eecf0a00f0cf0a00,f3cf0a00f5cf0a00ffffffffffffffffffffffffffffffff1400000000000000
1480,�,1,000000,3260,26,0.0,0,200,0,-1,6090,-1,-1,0,0,00,621,0,-1,-1,-1,2,0,50,0,2,0,255,16,0,0,0,0000,223,56,74,0,3262,-1,-1,-1,-1,-1,303180,-1,9,0,2,65,0,70,1,0,0,0,609,30010000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0407,0,-1,-1,-1,00000000f8cf0a00f9cf0a00,fdcf0a00fecf0a00ffffffffffffffffffffffffffffffff1400000000000000
1490,�,1,000000,3310,26,0.0,0,200,0,-1,6050,-1,-1,0,0,00,612,0,-1,-1,-1,2,0,50,0,2,0,255,16,0,0,0,0000,223,56,74,0,3314,-1,-1,-1,-1,-1,303190,-1,9,0,2,65,0,70,1,0,0,0,609,30010000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0407,0,-1,-1,-1,0000000002d00a0004d00a00,07d00a0009d00a00ffffffffffffffffffffffffffffffff1400000000000000
1690,�,1,000000,501690,23,0.0,0,100,0,-1,6100,-1,-1,0,0,00,590,0,-1,-1,-1,3,0,50,0,2,0,255,50,0,0,0,0000,223,24,72,0,501691,-1,-1,-1,-1,-1,303070,-1,41,0,2,3,0,70,1,0,0,0,609,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0607,0,-1,-1,-1,000000000cd00a000dd00a00,11d00a0012d00a00ffffffffffffffffffffffffffffffff1400000000000000
1700,�,1,000000,10170000,17,0.0,0,10,0,-1,4030,-1,-1,0,0,00,80,0,-1,-1,-1,8,0,50,0,1,0,255,17,0,0,0,0000,223,24,200,0,-1,170000,-1,-1,-1,300000,-1,-1,9,0,2,67,0,50,0,0,0,0,609,10000001,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0c01,0,-1,-1,-1,0000000050f5c800ffffffff,5af5c800ffffffffffffffffffffffffffffffffffffffff1400010000000000
1720,�,1,000000,10172000,18,0.0,0,10,0,-1,4010,-1,-1,0,0,00,83,0,-1,-1,-1,8,0,50,0,1,0,255,17,0,0,0,0000,223,24,200,0,-1,172000,-1,-1,-1,300620,-1,-1,9,0,2,67,0,50,0,0,0,0,609,10000001,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0c01,0,-1,-1,-1,0000000020fdc800ffffffff,2afdc800ffffffffffffffffffffffffffffffffffffffff1400010000000000
1730,�,1,000000,10173000,17,0.0,0,10,0,-1,4040,-1,-1,0,0,00,84,0,-1,-1,-1,8,0,50,0,1,0,255,2,0,0,0,0000,223,24,136,0,-1,173000,-1,-1,-1,300080,-1,-1,9,0,2,65,0,50,0,0,0,0,609,10000001,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0c01,0,-1,-1,-1,000000000801c900ffffffff,1201c900ffffffffffffffffffffffffffffffffffffffff1400010000000000
1740,�,1,000000,10174000,17,0.0,0,20,0,-1,4020,-1,-1,0,0,00,85,0,-1,-1,-1,8,0,50,0,1,0,255,17,0,0,0,0000,223,24,200,0,-1,174000,-1,-1,-1,300060,-1,-1,9,0,2,67,0,50,0,0,0,0,609,10000001,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0c01,0,-1,-1,-1,00000000f004c900ffffffff,fa04c900ffffffffffffffffffffffffffffffffffffffff1400010000000000
1750,�,1,000000,10175000,17,0.0,0,20,0,-1,4050,-1,-1,0,0,00,622,0,-1,-1,-1,8,0,50,0,1,0,255,17,0,0,0,0000,223,24,200,0,-1,175000,-1,-1,-1,300090,-1,-1,9,0,2,65,0,50,0,0,0,0,609,10000001,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0c01,0,-1,-1,-1,00000000d808c900ffffffff,e208c900ffffffffffffffffffffffffffffffffffffffff1400010000000000
3000,�,1,000000,10300000,17,0.0,0,-1,0,-1,5500,-1,-1,0,0,00,193,0,-1,-1,-1,1,0,50,0,1,0,255,55,0,0,0,0000,95,24,136,0,-1,300000,-1,-1,-1,300670,-1,-1,9,0,0,65,0,65,0,0,2,0,609,10000002,17,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff09,0,-1,-1,-1,0000000020f1ca00ffffffff,2af1ca00ffffffffffffffffffffffffffffffffffffffff2800010000000000
3010,�,1,000000,10301000,17,0.0,0,-1,0,-1,5030,-1,-1,0,0,00,593,0,-1,-1,-1,1,0,50,0,1,0,255,63,0,0,0,0000,95,24,136,0,-1,301000,-1,-1,-1,-1,300680,-1,9,0,0,65,0,65,0,0,1,0,609,10000001,24,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff09,0,-1,-1,-1,0000000008f5ca00ffffffff,3af5ca00ffffffffffffffffffffffffffffffffffffffff2800010000000000
3011,�,1,000000,10301100,17,0.0,0,-1,0,-1,5040,-1,-1,0,0,00,677,0,-1,-1,-1,1,0,50,0,1,0,255,63,0,0,0,0000,95,24,136,0,-1,301100,-1,-1,-1,-1,300740,-1,9,0,0,65,0,65,0,0,2,0,609,10000001,50,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff09,0,-1,-1,-1,000000006cf5ca00ffffffff,9ef5ca00ffffffffffffffffffffffffffffffffffffffff2800010000000000
3030,�,1,000000,10303000,17,0.0,0,50,0,-1,4130,-1,-1,0,0,00,599,0,-1,-1,-1,2,0,50,0,1,0,255,3,0,0,0,0000,223,24,136,0,-1,303000,-1,-1,-1,300700,-1,-1,9,0,2,65,0,50,0,0,1,0,609,10000001,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0404,0,-1,-1,-1,00000000d8fcca00ffffffff,e2fcca00ffffffffffffffffffffffffffffffffffffffff1400010000000000
3050,�,1,000000,10305000,17,0.0,0,100,0,-1,4110,-1,-1,0,0,00,198,0,-1,-1,-1,3,0,50,0,1,0,255,57,0,0,0,0000,223,24,136,0,-1,305000,-1,-1,-1,300710,-1,-1,9,0,2,67,0,50,0,0,0,0,609,10000001,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0604,0,-1,-1,-1,00000000a804cb00ffffffff,b204cb00ffffffffffffffffffffffffffffffffffffffff1400010000000000
3051,�,1,000000,10305100,17,0.0,0,100,0,-1,4120,-1,-1,0,0,00,706,0,-1,-1,-1,2,0,50,0,1,0,255,57,0,0,0,0000,223,24,136,0,-1,305100,-1,-1,-1,300750,-1,-1,9,0,2,65,0,50,0,0,1,0,609,10000001,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0404,0,-1,-1,-1,000000000c05cb00ffffffff,1605cb00ffffffffffffffffffffffffffffffffffffffff1400010000000000
3060,�,1,000000,10306000,17,0.0,0,100,0,-1,4140,-1,-1,0,0,00,199,0,-1,-1,-1,2,0,50,0,1,0,255,59,0,0,0,0000,223,24,136,0,-1,306000,-1,-1,-1,302460,302461,-1,9,0,2,65,0,50,0,0,1,0,609,10000001,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0404,0,-1,-1,-1,000000009008cb00ffffffff,c208cb00ffffffffffffffffffffffffffffffffffffffff1400010000000000
3070,�,1,000000,10307000,17,0.0,0,100,0,-1,4150,-1,-1,0,0,00,200,0,-1,-1,-1,2,0,50,0,1,0,255,58,0,0,0,0000,223,24,136,0,-1,307000,-1,-1,-1,300720,300721,-1,9,0,2,67,0,50,0,0,1,0,609,10000001,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0404,0,-1,-1,-1,00000000780ccb00ffffffff,820ccb00ffffffffffffffffffffffffffffffffffffffff1400010000000000
3080,�,1,000000,10308000,17,0.0,0,-1,0,-1,5000,-1,-1,0,0,00,201,0,-1,-1,-1,1,0,50,0,1,0,255,51,0,0,0,0000,95,24,136,0,-1,308000,-1,-1,-1,302170,302171,-1,9,0,0,67,0,65,0,0,1,0,609,10000001,6,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff09,0,-1,-1,-1,000000006010cb00ffffffff,6a10cb00ffffffffffffffffffffffffffffffffffffffff0a00010000000000
3310,�,1,000000,10331000,-1,0.0,0,50,0,-1,4170,-1,-1,0,0,00,210,0,-1,-1,-1,2,0,50,0,1,0,255,7,0,0,0,0000,223,24,8,0,-1,-1,-1,-1,-1,302130,-1,-1,9,0,2,65,0,50,1,0,1,0,609,10200000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0404,0,-1,-1,-1,00000000386acb00ffffffff,426acb00ffffffffffffffffffffffffffffffffffffffff1400000000000000
3350,�,1,000000,10335000,17,0.0,0,100,0,-1,4190,-1,-1,0,0,00,623,0,-1,-1,-1,2,0,50,0,1,0,255,61,0,0,0,0000,223,24,8,0,-1,-1,-1,-1,-1,302490,302491,-1,9,0,2,67,0,50,0,0,1,0,609,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0406,0,-1,-1,-1,00000000d879cb00ffffffff,e279cb00ffffffffffffffffffffffffffffffffffffffff1400000000000000
3500,�,1,000000,10350000,5,0.0,0,-1,0,-1,3210,-1,-1,0,0,00,226,0,-1,-1,-1,2,0,50,0,1,0,255,91,0,0,0,0000,223,24,136,0,-1,-1,-1,-1,-1,300540,-1,-1,9,0,2,67,0,60,1,0,2,0,609,30000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0406,0,-1,-1,-1,0000000070b4cb00ffffffff,7ab4cb00ffffffffffffffffffffffffffffffffffffffff1400000000000000
3510,�,1,000000,10351000,5,0.0,0,-1,0,-1,3000,-1,-1,0,0,00,216,0,-1,-1,-1,2,0,50,0,1,0,255,90,0,0,0,0000,223,24,136,0,-1,351000,-1,-1,-1,300520,-1,-1,9,0,2,67,0,60,0,0,1,0,609,10000002,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0406,0,-1,-1,-1,0000000058b8cb00ffffffff,62b8cb00ffffffffffffffffffffffffffffffffffffffff1400010000000000
3520,�,1,000000,10352000,10,0.0,0,-1,0,-1,3050,-1,-1,0,0,00,587,0,-1,-1,-1,2,0,50,0,1,0,255,93,0,0,0,0000,223,24,136,0,-1,-1,-1,-1,-1,300520,-1,-1,9,0,2,67,0,60,1,0,1,0,609,30000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0406,0,-1,-1,-1,0000000040bccb00ffffffff,4abccb00ffffffffffffffffffffffffffffffffffffffff1400000000000000
3550,�,1,000000,10355000,10,0.0,0,-1,0,-1,3240,-1,-1,0,0,00,225,0,-1,-1,-1,2,0,50,0,1,0,255,93,0,0,0,0000,223,24,136,0,-1,-1,-1,-1,-1,300520,-1,-1,9,0,2,67,0,60,1,0,2,0,609,30000000,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0406,0,-1,-1,-1,00000000f8c7cb00ffffffff,02c8cb00ffffffffffffffffffffffffffffffffffffffff1400000000000000
3580,�,1,000000,10358000,5,0.0,0,-1,0,-1,3020,-1,-1,0,0,00,221,0,-1,-1,-1,2,0,50,0,1,0,255,94,0,0,0,0000,223,24,136,0,-1,358000,-1,-1,-1,300520,-1,-1,9,0,2,67,0,60,0,0,1,0,609,10000002,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0406,0,-1,-1,-1,00000000b0d3cb00ffffffff,bad3cb00ffffffffffffffffffffffffffffffffffffffff1400000000000000
3610,�,1,000000,10361000,20,0.0,0,-1,0,-1,3230,-1,-1,0,0,00,224,0,-1,-1,-1,2,0,50,0,1,0,255,94,0,0,0,0000,223,24,136,0,-1,361000,-1,-1,-1,300520,-1,-1,9,0,2,67,0,60,0,0,2,0,609,10000002,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0406,0,-1,-1,-1,0000000068dfcb00ffffffff,72dfcb00ffffffffffffffffffffffffffffffffffffffff1400000000000000
